HH.VEH.ID,VEHTYPE,URBRUR,ARRHOME,DUR.HOME,DEPHOME,HHVEHMILES,ARRWORK,DUR.WORK,DEPWORK
014550566.03,4,2,2235,600,835,51,1715,290,2205
014550584.01,1,1,1740,1160,1300,39,1310,65,1415
014550584.03,1,1,1810,800,730,26,1040,140,1300
014550986.01,4,1,2105,640,745,0.6666666666,800,600,1800
014551451.01,1,1,1305,1335,1120,13.1111111111,730,330,1300
014551992.01,1,1,1600,840,600,20,645,495,1500
014552298.01,3,1,2140,1235,1815,8,1200,570,2130
014552298.02,3,1,1740,910,850,4,900,510,1730
014553987.01,3,1,1535,1015,830,88.5,930,180,1230
014555422.03,1,2,1600,870,630,30.3333333333,655,275,1130
014555422.05,3,2,1720,720,520,46,550,640,1630
014555422.06,1,2,1450,850,500,76.7777777778,520,520,1400
014555833.01,4,2,1710,880,750,2.5,800,270,1230
014556111.01,1,1,1835,790,745,8,800,225,1145
014556755.01,3,1,1250,1420,1230,53,840,30,910
014556755.02,1,1,2015,675,730,58,910,620,1930
014557480.01,1,1,2020,545,525,58.4444444444,600,605,1605
014558160.03,1,2,1410,890,500,12,510,500,1330
014558870.01,4,1,1825,770,715,60,740,230,1130
014559121.01,3,1,1732,889,821,22,836,368,1444
014559541.04,1,2,1600,905,705,16,720,500,1540
014560211.01,3,1,1945,695,720,48.5,745,555,1700
014561320.01,1,1,1920,690,650,76,700,480,1500
014561647.01,3,2,1048,1117,525,22,535,205,900
014563511.02,3,2,1825,855,840,60,922,469,1711
014565168.01,4,1,1435,880,515,32,530,480,1330
014565917.01,1,2,1645,880,725,20,750,505,1615
014566147.01,1,1,1715,1035,1030,35,1055,95,1230
014566361.02,4,2,1505,885,550,18,620,505,1445
014566370.01,1,1,1745,870,815,30,900,490,1710
014566370.04,1,1,1645,900,745,26,800,510,1630
014566398.02,1,1,1745,945,930,101,1005,115,1200
014566781.01,2,1,1705,885,750,2.5,800,540,1700
014570407.04,3,1,1930,765,815,75.3333333333,820,310,1330
014570470.02,1,2,2100,555,615,70,700,780,2000
014570603.01,1,1,1835,790,745,34,725,900,2225
014570788.02,1,2,1630,945,815,20,845,435,1600
014571329.01,1,1,1405,925,530,28,550,400,1230
014571329.02,4,1,1620,850,630,30,650,550,1600
014572102.01,4,2,1730,840,730,30,800,540,1700
014572586.01,2,1,2151,619,810,59,844,231,1235
014574816.01,1,1,1720,820,700,66,740,260,1200
014575082.01,1,1,2100,630,730,73,800,260,1220
014575082.03,1,1,2045,675,800,40,1100,450,1830
014575149.01,1,1,1721,859,740,6,757,543,1700
014575457.02,1,1,1827,778,725,21,748,617,1805
014575532.01,4,1,1830,660,530,94,630,660,1730
014576212.01,1,1,1855,793,808,121.5,855,505,1720
014576726.02,4,1,1510,860,530,12,540,560,1500
014577451.01,1,1,1620,880,700,16,720,520,1600
014578177.01,1,1,2136,1094,1550,6.8888888888,1015,125,1220
014578177.02,2,1,1441,1054,815,148,821,239,1220
014578346.01,1,1,1620,850,630,12,645,555,1600
014578739.01,1,2,1845,735,700,168.3333333333,900,180,1200
014579576.01,3,1,1551,884,635,24,653,517,1530
014579820.02,4,2,1805,805,730,42.5,805,515,1640
014580545.01,4,1,2230,450,600,34,610,320,1130
014581720.01,1,1,2010,740,830,12,840,290,1330
014585111.02,3,1,2050,640,730,31,800,645,1845
014586088.01,2,1,1705,745,530,72,600,575,1535
014586088.02,1,1,1820,790,730,25.4444444444,815,495,1630
014586556.01,3,1,1815,825,800,11.5,925,520,1805
014587423.02,4,1,1745,725,550,18,613,667,1720
014587816.02,1,1,1615,840,615,42,655,500,1515
014588523.02,4,2,1743,707,530,20,628,662,1730
014588608.01,3,1,2010,950,1200,67.5,1215,1,1216
014589191.01,1,1,1827,849,836,16,852,278,1330
014591233.01,3,1,2008,772,900,23.2222222222,925,175,1220
014591550.01,4,1,1856,754,730,116,825,545,1730
014591653.01,3,1,1800,885,845,30.5,1400,210,1730
014591653.01,3,1,1800,885,845,30.5,900,270,1330
014592155.02,1,1,1330,1110,800,59,805,115,1000
014592502.02,4,1,2114,474,508,52,545,780,1845
014593572.03,1,2,1530,1050,900,26,910,215,1245
014593581.01,4,1,2115,575,650,14,700,750,1930
014593741.01,1,1,2330,570,900,53,1430,515,2305
014595400.01,1,1,2200,510,630,81,645,285,1130
014595697.01,2,1,1615,885,700,10.1111111111,730,510,1600
014595697.02,3,1,1730,720,530,30,600,660,1700
014595848.03,3,2,1755,785,700,14,720,610,1730
014597392.01,1,1,2025,710,815,32,840,680,2000
014597392.02,1,1,1545,840,545,36,630,510,1500
014598205.01,4,1,1710,800,630,164,1145,75,1300
014598746.01,3,1,1815,795,730,39,745,420,1445
014598894.02,2,2,1725,755,600,26,835,185,1140
014599305.03,4,1,1720,768,608,42,642,533,1535
014599930.01,2,1,1750,705,535,93.4444444444,610,665,1715
014600171.01,1,1,1910,712,702,99.1111111111,730,198,1048
014600407.01,1,2,1500,995,735,71.1111111112,820,280,1300
014600407.02,4,2,1925,635,600,44,630,750,1900
014601084.01,3,1,1535,975,750,17,800,240,1200
014601084.02,1,1,735,1350,605,22,635,25,700
014601842.01,4,1,2200,420,500,26,530,960,2130
014601842.02,1,1,1900,730,710,52,720,475,1515
014603444.03,4,1,1615,785,520,9,550,585,1535
014603547.01,3,1,1700,835,655,12,715,570,1645
014603574.01,1,1,1612,820,552,1,555,611,1606
014603574.02,1,1,320,305,825,32.5,830,405,1515
014604209.01,4,1,1515,915,630,30,700,450,1430
014604393.02,4,1,1800,750,630,18,722,583,1705
014605916.02,1,2,1945,680,705,20,740,700,1920
014606137.02,1,1,1715,885,800,4,815,525,1700
014606799.01,1,1,2100,630,730,14,800,570,1730
014606799.02,1,1,1745,810,715,60,750,550,1700
014610750.02,3,1,1850,820,830,28,850,580,1830
014612231.01,1,1,115,615,1130,46,2126,214,100
014612231.01,1,1,115,615,1130,46,1150,250,1600
014612231.03,1,1,1700,1020,1000,40,1025,365,1630
014612400.01,1,2,1738,817,715,45,745,563,1708
014612400.01,1,2,1738,817,715,45,748,283,1231
014613153.02,1,1,2000,710,750,19.5,800,260,1220
014613265.01,2,1,2205,1005,1450,24,730,520,1610
014613265.01,2,1,2205,1005,1450,24,1500,135,1715
014613265.01,2,1,2205,1005,1450,24,1800,240,2200
014613265.02,1,1,1300,1175,835,93.2222222222,850,200,1210
014613715.02,3,1,1717,933,850,12.3333333333,951,334,1525
014614057.01,1,1,1925,705,710,20,730,695,1905
014614093.01,1,1,2126,931,1257,28,825,228,1213
014614936.01,4,2,1730,750,600,48,715,525,1600
014615755.01,1,1,1730,855,745,12.5,810,305,1315
014616967.01,3,1,2156,519,635,26,652,533,1545
014617964.01,3,1,1745,1215,1400,18,1415,195,1730
014618073.01,1,2,1615,965,820,22,930,390,1600
014618073.02,1,2,2015,735,830,60,915,615,1930
014618569.02,1,2,1700,855,715,5,725,485,1530
014618886.02,1,1,1500,870,530,26,550,520,1430
014618961.01,3,2,1645,900,745,14,800,510,1630
014619182.02,1,1,1435,1005,720,2,730,500,1550
014619182.02,1,1,1435,1005,720,2,905,295,1400
014620106.01,1,1,2013,767,900,6,917,643,2000
014621167.01,1,2,1805,815,740,31,800,140,1020
014621167.02,4,2,1940,725,745,59,1740,50,1830
014621626.01,4,1,1722,778,620,28,639,621,1700
014622799.01,3,1,1747,853,800,40.4444444444,845,495,1700
014622799.02,4,1,1625,830,615,23.3333333333,645,515,1520
014622959.02,1,1,1715,907,822,311,843,192,1155
014623947.01,1,1,1810,850,820,38,1145,345,1730
014624010.02,3,2,1755,825,740,32,840,225,1225
014625491.02,1,1,2310,1100,1730,8,1740,320,2300
014626238.02,1,1,2215,975,1430,20,1445,165,1730
014626274.01,1,1,1835,790,745,5,749,221,1130
014628111.01,4,1,1841,739,700,12.5,727,251,1138
014628111.02,4,1,1818,847,825,20,850,210,1220
014629284.01,1,2,1800,720,600,26,625,665,1730
014629284.02,4,2,1735,685,500,34,550,610,1600
014629912.02,4,2,1835,705,620,134,730,550,1640
014630646.01,1,1,1750,890,840,51,931,399,1610
014630646.02,4,1,2210,800,1130,54,1340,470,2130
014631812.01,3,2,1615,905,720,10,735,505,1600
014632154.01,1,1,1751,861,812,6,827,543,1730
014632154.02,2,1,1755,825,740,17,810,130,1020
014632837.01,1,1,1750,875,825,16,835,355,1430
014633106.01,1,1,1735,805,700,48,730,510,1600
014633263.01,1,1,2036,1434,2030,11.7777777778,540,530,1430
014633423.01,1,1,2200,570,730,74,800,540,1700
014633571.01,3,1,2250,595,845,38.5,905,325,1430
014633722.03,1,2,1550,800,510,44,550,555,1505
014635762.01,2,1,1735,870,805,50,840,500,1700
014635762.02,4,1,1505,890,555,8,600,540,1500
014636554.02,1,1,2010,620,630,48,700,760,1940
014636808.01,1,1,1545,930,715,12,730,480,1530
014636938.01,3,1,1525,905,630,24.5,650,430,1400
014637047.02,1,1,1815,690,545,90,640,620,1700
014637403.02,1,1,1520,1090,930,35,1055,15,1110
014637609.03,4,1,220,260,640,19,655,490,1505
014637618.01,1,1,1730,860,750,4,800,300,1300
014637926.01,1,1,1715,810,645,24,710,575,1645
014643628.03,1,2,1230,1100,650,73,825,155,1100
014646553.01,4,2,1635,890,725,58,1220,220,1600
014646553.02,1,2,1537,983,800,18,814,296,1310
014646683.02,4,2,1900,1260,1600,2.1111111111,1710,50,1800
014646683.02,4,2,1900,1260,1600,2.1111111111,1810,40,1850
014647578.01,1,1,2236,1039,1555,2,1600,390,2230
014649068.01,1,2,2125,683,848,12,1220,320,1740
014649563.01,1,1,2050,675,805,10,825,280,1305
014649563.01,1,1,2050,675,805,10,1555,275,2030
014650831.01,4,1,2115,525,600,36,620,550,1530
014650831.02,1,1,1645,905,750,14,800,338,1338
014650840.01,1,2,1750,805,715,96.8888888888,800,60,900
014651089.02,1,1,1920,820,900,6,920,580,1900
014652330.03,1,2,1458,1057,835,30,855,335,1430
014652358.02,1,1,1539,885,624,14,644,511,1515
014652684.01,1,1,1930,720,730,10,740,530,1630
014653010.01,1,1,1745,780,645,34,710,350,1300
014653494.01,3,1,1705,805,630,32,640,320,1200
014653850.01,1,1,1730,790,640,18,700,600,1700
014654099.01,1,1,1800,900,900,24,930,480,1730
014654099.02,1,1,1920,880,1000,20,1020,520,1900
014655201.03,1,1,2050,685,815,6,830,210,1200
014655201.04,1,1,1605,1005,850,69,1550,10,1600
014655201.05,1,1,1715,870,745,32.1111111111,800,240,1200
014656598.03,1,1,1735,865,800,10,815,465,1600
014657764.02,1,1,1857,853,910,89,1020,70,1130
014658323.01,1,2,1530,885,615,10,630,525,1515
014658574.01,4,2,1830,585,415,221,450,700,1630
014658622.01,1,2,1940,635,615,180,710,60,810
014659517.01,1,1,115,387,742,60,837,513,1710
014660447.02,3,1,2035,655,730,6.9444444444,738,522,1620
014660447.03,1,1,2335,495,750,10.5,1735,355,2330
014661266.01,1,1,2135,745,1000,24,1030,95,1205
014661266.02,2,1,1606,992,838,31,856,372,1508
014661435.02,4,1,1704,836,700,6.2222222222,704,296,1200
014661499.01,1,1,1925,935,1100,316,735,505,1600
014662058.01,1,1,1755,780,655,36,726,544,1630
014662236.02,3,1,1615,915,730,7,755,475,1550
014662610.03,1,2,1510,1020,810,22,850,340,1430
014662955.03,1,1,1718,927,845,10,851,499,1710
014663260.02,4,1,1802,818,740,10,800,240,1200
014664351.01,1,1,1943,872,1015,66,1055,247,1502
014664351.02,1,1,1904,814,838,57,859,249,1308
014664418.01,2,1,1712,886,758,1.3333333334,800,550,1710
014664418.02,1,1,1805,795,720,26,755,560,1715
014665152.01,1,1,1715,895,810,8,830,255,1245
014665152.03,1,1,1710,875,745,37,800,540,1700
014665406.06,1,1,1830,760,710,36,800,590,1750
014666382.01,1,1,1630,840,630,28,645,555,1600
014666421.01,4,1,2320,760,1200,26,1735,295,2230
014667183.05,2,1,2310,905,1415,6,1420,520,2300
014668340.01,1,1,1750,1140,1250,38,800,551,1711
014669404.02,4,1,1825,740,645,48,720,520,1600
014669945.02,1,1,1730,840,730,10,800,540,1700
014670017.01,4,1,1730,735,545,80,635,595,1630
014670718.01,1,2,2245,458,623,185,649,504,1513
014670718.02,4,2,2214,571,745,17.7777777777,750,357,1347
014670839.01,1,1,1745,1325,1550,66.5,940,470,1730
014670839.01,1,1,1745,1325,1550,66.5,1604,346,2150
014670839.02,3,1,1755,865,820,42.5,900,180,1200
014670914.01,1,2,1625,865,650,9,700,295,1155
014671742.01,1,1,1925,735,740,22,756,514,1630
014672057.02,1,2,1710,740,530,48.5,715,490,1525
014672525.01,1,1,1915,695,650,36.5,2300,1,2301
014672525.01,1,1,1915,695,650,36.5,700,480,1500
014673175.02,4,2,1540,860,600,6,605,205,930
014673193.01,3,1,1715,765,600,12,745,555,1700
014674408.01,2,1,1505,1395,1420,71,655,635,1730
014676671.01,1,1,1845,735,700,20,745,615,1800
014676701.02,1,2,1130,1005,415,61,445,375,1100
014677856.02,4,1,1635,912,747,176,829,406,1515
014677856.02,4,1,1635,912,747,176,1510,10,1520
014678394.01,1,1,1815,985,1040,6,1050,435,1805
014678536.01,3,1,1623,937,800,60,820,460,1600
014678620.01,1,1,2000,765,845,19,910,215,1245
014679690.01,1,1,1733,972,945,12.5,1000,405,1645
014680856.02,1,2,2158,557,715,81,750,685,1915
014681424.01,1,1,1605,970,815,5.9999999999,820,70,930
014682672.01,4,2,1600,900,700,136,715,465,1500
014682672.01,4,2,1600,900,700,136,810,190,1120
014683101.01,4,2,1530,960,730,42,845,75,1000
014683101.04,4,2,1855,770,745,37,815,285,1300
014683576.01,2,2,2010,695,745,26,752,98,930
014683576.01,2,2,2010,695,745,26,950,40,1030
014683576.02,2,2,2005,550,515,107,522,143,745
014683576.03,4,2,1600,810,530,36,558,572,1530
014683857.01,1,1,1615,865,640,6,650,555,1605
014683857.02,1,1,1500,870,530,26,550,525,1435
014685057.01,1,2,1725,860,745,21,800,240,1200
014685057.02,4,2,1845,735,700,62,750,550,1700
014685123.01,4,2,1700,765,545,30,555,655,1650
014686504.01,1,1,1845,1085,1250,14.8888888892,1145,368,1753
014687211.01,4,1,2040,540,540,28,600,570,1530
014687211.02,1,1,1535,925,700,42,752,278,1230
014687604.02,4,1,1520,130,1730,26,530,510,1400
014687604.03,4,1,1725,875,800,33,825,515,1700
014687985.01,2,1,1631,949,820,22,848,438,1606
014687985.02,1,1,1741,844,745,17,755,423,1458
014687985.03,4,1,1640,901,741,62,830,455,1605
014689363.02,1,2,2115,645,800,50,825,575,1800
014689710.01,1,1,1725,815,700,29,850,490,1700
014689747.01,1,2,1655,875,730,34,740,530,1630
014690051.03,1,1,2120,505,545,31.7222222222,605,535,1500
014692493.02,1,1,1840,660,540,6,550,760,1830
014693593.01,1,1,330,360,930,16,1430,758,308
014694406.01,1,1,1910,545,415,57,455,575,1430
014698075.02,3,1,1800,735,615,44,640,650,1730
014698280.01,1,2,1710,815,645,69,750,500,1610
014698280.02,4,2,1515,900,615,44,650,460,1430
014699625.03,2,1,1735,775,630,4.5,640,290,1130
014701528.01,1,1,2019,867,1046,10,1059,551,2010
014702981.02,1,1,1605,820,545,26,550,610,1600
014703317.01,1,1,1704,811,635,56,713,557,1630
014703504.01,1,1,2055,625,720,71,755,402,1437
014704314.01,1,2,2220,730,1030,249,1033,27,1100
014706550.02,1,1,1702,808,630,84,742,503,1605
014707427.01,1,1,1450,880,530,3.5,545,525,1430
014707762.01,1,1,2030,660,730,44,1100,490,1910
014708871.02,1,1,2125,515,600,54,612,123,815
014708899.01,3,1,2005,565,530,48,830,450,1600
014709403.01,1,1,2045,650,735,38,800,545,1705
014709421.01,1,1,1730,840,730,30,745,570,1715
014709421.02,1,1,1815,875,850,14,910,520,1750
014711022.01,1,1,2120,667,827,16,837,173,1130
014712654.01,2,1,1850,790,800,11,815,495,1630
014713428.01,1,1,1845,755,720,34,740,290,1230
014714199.01,3,1,1938,668,646,14.5,656,518,1534
014714199.02,1,1,1935,722,737,138.5,741,229,1130
014716241.02,3,1,1845,720,645,142,700,30,730
014717024.02,4,2,1745,795,700,2,714,291,1205
014717686.01,1,2,1730,720,530,21,620,550,1530
014717686.03,1,2,1650,850,700,76,705,425,1410
014718209.01,1,2,1715,755,550,12,605,655,1700
014718209.02,4,2,1700,780,600,52,630,600,1630
014718825.01,1,1,2208,742,1030,111,1400,60,1500
014719037.01,2,1,1830,800,750,59,836,234,1230
014719046.01,1,1,2330,810,1300,28,1445,495,2300
014719345.02,1,2,2100,690,830,10,1045,420,1745
014719345.04,4,2,2030,630,700,100,1020,520,1900
014720181.01,2,2,1500,890,550,42,620,490,1430
014720323.02,1,1,1737,891,828,37,845,70,955
014720828.02,1,1,1920,860,940,28,955,550,1905
014721638.01,1,1,2110,890,1200,38,1430,330,2000
014721937.01,4,1,2015,640,655,28,720,750,1950
014722541.01,3,1,2000,677,717,8,742,513,1615
014722626.01,4,1,1805,805,730,6,755,365,1400
014723306.01,1,1,2010,1065,1355,15.1111111111,1400,360,2000
014724406.01,1,2,1330,1080,730,24,800,315,1315
014724406.02,4,2,1800,750,630,102,745,525,1630
014725841.01,1,1,2055,525,540,29,615,525,1500
014726183.02,1,1,1725,835,720,24,750,516,1626
014726642.01,1,1,2049,561,610,42,652,548,1600
014726642.02,3,1,1855,660,555,36,618,342,1200
014727377.02,1,2,1757,725,602,26,620,675,1735
014727975.01,1,1,1714,946,900,2,912,470,1702
014728039.02,1,1,1816,944,1000,12.8888888888,1006,204,1330
014728048.01,3,1,1730,816,706,14,740,560,1700
014729737.02,1,2,1415,1160,935,12,950,250,1400
014730078.01,1,1,1830,780,730,38,755,605,1800
014730078.02,3,1,1630,870,700,35,740,440,1500
014730395.01,1,1,145,332,717,10,729,520,1609
014730591.03,4,1,2045,615,700,23,1530,210,1900
014731187.03,1,1,1610,950,800,16.5,900,300,1400
014731187.04,4,1,2300,630,930,48,1735,145,2000
014731187.04,4,1,2300,630,930,48,950,355,1545
014731244.01,4,1,1740,800,700,12,720,520,1600
014731271.01,3,1,1732,933,905,16,923,473,1716
014731440.01,1,2,2130,585,715,44,720,580,1700
014731440.03,4,2,2250,670,1000,20,1020,730,2230
014732728.02,1,1,1800,795,715,54,750,550,1700
014733257.01,3,2,1930,690,700,46,745,675,1900
014737527.02,2,1,1630,830,620,34,645,555,1600
014737527.04,1,1,1645,865,710,34,723,467,1510
014738430.02,4,2,1530,950,720,5.5,725,475,1520
014738944.01,3,2,1815,810,745,124,830,200,1150
014738944.03,1,2,2015,705,800,112,803,237,1200
014738944.04,4,2,1455,995,730,32,555,515,1430
014739996.02,4,1,2110,630,740,32,750,790,2100
014739996.03,4,1,1600,815,535,10,555,555,1510
014740657.01,1,1,1945,645,630,86,659,511,1530
014741364.01,1,1,135,355,730,38,755,275,1230
014744217.01,1,1,2130,593,723,121,815,153,1048
014744217.02,1,1,1715,840,715,129,730,105,915
014744589.01,1,2,1740,1110,1210,64,1212,28,1240
014744691.02,1,2,1655,875,730,64,755,515,1630
014744691.03,1,2,2040,770,930,30,1030,560,1950
014744879.01,3,1,2100,655,755,227,900,520,1740
014745184.01,3,1,2010,1105,1435,46,830,5,835
014745184.02,1,1,2110,560,630,42,650,460,1430
014746967.01,2,1,1645,885,730,45,755,335,1330
014746967.02,3,1,1930,660,630,61,650,520,1530
014747366.02,2,1,1739,784,643,15.8888888888,709,111,900
014747450.02,2,1,1840,650,530,32,600,360,1200
014747517.01,3,1,1745,815,720,28,728,242,1130
014747517.02,2,1,1630,900,730,67,745,510,1615
014748251.01,1,1,1805,795,720,390,800,240,1200
014750393.02,2,1,2330,510,800,102,830,90,1000
014750629.01,1,1,1645,1185,1230,24,1300,180,1600
014750629.02,1,1,1745,870,815,24,900,490,1710
014751224.02,4,1,1718,762,600,30,603,672,1715
014751297.01,1,2,1350,880,430,18,442,528,1330
014751934.01,1,1,1650,850,700,4,730,520,1610
014752520.01,1,1,1820,730,630,10,700,565,1625
014753620.01,3,1,1713,881,754,46,805,536,1701
014753620.02,1,1,1820,745,645,6,740,590,1730
014753620.03,1,1,1737,975,952,22,1229,305,1734
014756751.01,1,1,1920,780,820,8.5555555556,825,221,1206
014757936.02,1,1,2003,722,805,67.1111111111,838,252,1250
014758308.01,4,2,1840,650,530,73,615,670,1725
014758595.01,1,1,115,330,645,26,2000,300,100
014758595.01,1,1,115,330,645,26,700,480,1500
014759574.01,4,1,1700,865,725,50,800,510,1630
014759574.02,3,1,1730,800,650,66,700,540,1600
014759574.04,1,1,1725,835,720,61,915,135,1130
014759734.01,1,1,1956,744,820,8,1057,530,1947
014761018.01,1,2,1920,1000,1200,36.3333333333,1220,145,1445
014761018.03,4,2,1705,745,530,40,550,280,1030
014761018.04,1,2,2300,480,700,57,1730,300,2230
014761661.01,3,1,1539,922,701,12,715,490,1525
014761661.03,1,1,2119,609,728,68,821,731,2032
014761661.05,1,1,2220,1000,1500,24,1530,380,2150
014761791.01,1,1,1835,765,720,19,820,445,1545
014762613.02,1,2,1205,970,415,10,420,460,1200
014762613.03,4,2,2105,715,900,10,905,715,2100
014763478.01,1,1,2130,900,1230,88.5555555556,1420,15,1435
014763656.01,1,1,1835,735,650,8,655,305,1200
014763722.03,1,1,1525,1025,830,18,855,365,1500
014765119.02,4,2,1730,640,410,24,500,570,1430
014765182.01,3,1,1715,800,635,117,720,305,1225
014767702.02,4,2,2220,520,700,2,720,880,2200
014767953.01,1,1,2345,1080,1745,33,1755,245,2200
014768192.01,1,1,1650,890,740,46,805,505,1630
014768192.02,1,1,2000,690,730,20,800,130,1010
014768213.02,1,1,1700,915,815,18,830,390,1500
014768213.03,1,1,1605,910,715,8,720,280,1200
014768419.02,1,2,1715,825,700,24,715,105,900
014768763.01,4,1,1700,705,445,22,515,675,1630
014769331.03,1,1,1739,771,630,16,645,640,1725
014769591.01,1,1,2005,665,710,18,1055,305,1600
014769845.01,1,1,1800,690,530,47,600,570,1530
014769845.02,1,1,2015,615,630,26,730,720,1930
014769975.04,4,1,1916,734,730,2,740,493,1553
014771811.01,3,1,1845,825,830,14,840,590,1830
014771811.02,1,1,2045,625,710,80,900,180,1200
014772014.01,3,1,1905,640,545,6.2222222222,600,750,1830
014772313.01,3,2,1705,680,425,70,505,655,1600
014772685.02,2,1,1815,675,530,36,535,505,1400
014773262.01,1,1,1840,674,554,676,635,505,1500
014773262.04,1,1,2240,500,700,56,730,510,1600
014773927.02,1,1,1510,945,655,11,710,500,1530
014773936.02,1,1,1914,1286,1640,27,820,475,1615
014773981.02,4,2,2005,685,730,44,755,700,1935
014773981.03,1,2,2025,665,730,44,755,725,2000
014774326.01,3,1,1550,840,550,36,615,525,1500
014774326.02,1,1,1640,720,440,87,630,495,1445
014774689.01,1,1,2053,637,730,28,800,540,1700
014775408.01,1,1,2005,630,635,60,1220,445,1945
014775408.02,2,1,2212,548,720,38,800,70,910
014776807.01,1,1,1810,800,730,22,805,205,1130
014776807.03,2,1,1924,745,749,14,827,342,1409
014777185.02,4,1,1620,895,715,31,735,115,930
014778052.02,1,1,1930,720,730,50,800,510,1630
014778070.01,1,1,1912,693,645,64,735,270,1205
014778070.02,2,1,1810,770,700,84,840,470,1630
014779901.01,2,1,1540,890,630,2,635,535,1530
014779901.02,1,1,2020,640,700,54,725,485,1530
014779901.03,4,1,1715,690,445,69,520,230,910
014780073.02,3,2,1725,800,645,71.3333333334,650,330,1220
014780130.01,1,1,1650,900,750,33,831,254,1245
014780541.01,2,1,2100,555,615,11,625,515,1500
014780626.01,1,1,1835,745,700,19,745,230,1135
014780626.02,3,1,2115,1200,1715,46,1750,190,2100
014781959.01,1,2,1740,845,745,16,800,540,1700
014782095.01,4,1,1845,735,700,30,730,645,1815
014782095.02,1,1,1925,705,710,36,730,520,1610
014782590.01,2,1,1941,1209,1550,92,920,325,1445
014783289.01,1,1,1900,810,830,36,900,296,1356
014783784.01,1,2,1800,930,930,43,1005,340,1545
014785649.01,2,1,2230,1140,1730,48,845,465,1630
014786226.01,2,1,1508,982,730,34.2222222222,700,480,1500
014786598.03,1,1,1945,735,800,24.2222222222,815,85,940
014786703.01,1,2,1625,785,530,32,550,615,1605
014787698.01,4,1,2245,705,1030,64,1115,645,2200
014788275.03,4,2,1720,820,700,56,725,560,1645
014788921.02,1,2,1602,828,550,86,635,525,1520
014789339.01,1,2,1615,860,635,32,655,125,900
014789825.01,3,2,130,890,1620,35,1640,350,2230
014790782.03,1,2,1800,840,800,22,815,570,1745
014791499.01,4,1,1555,1130,1045,10.1111111111,1100,240,1500
014791930.01,1,2,1645,945,830,24,900,300,1400
014791930.05,2,2,1530,870,600,36,628,512,1500
014792236.02,2,1,1815,690,545,28.5,900,510,1730
014792311.01,1,2,1830,780,730,50,755,515,1630
014792311.02,4,2,2030,690,800,34.8888888889,1230,450,2000
014792786.02,2,1,1843,677,600,18,1700,76,1816
014792786.02,2,1,1843,677,600,18,745,550,1655
014792946.01,3,1,2107,788,1015,2,1027,633,2100
014792946.03,4,1,1705,950,855,6,900,480,1700
014792946.04,2,1,1815,815,750,6,757,608,1805
014793381.01,3,1,1345,1140,845,51.5,1000,30,1030
014793381.02,1,1,1730,840,730,32,745,235,1140
014793961.01,3,1,1700,896,756,13.5,805,160,1045
014794726.03,1,1,1805,843,808,18,828,555,1743
014794753.03,1,1,1905,700,645,49,735,565,1700
014794753.04,2,1,1750,900,850,55,919,468,1707
014796243.02,1,1,2130,540,630,46,700,570,1630
014796980.03,4,1,1834,848,842,12,854,561,1815
014797268.01,1,1,2103,577,640,21,650,335,1225
014797268.02,1,1,1721,879,800,14,807,423,1510
014798087.01,1,1,1705,730,515,70,555,485,1400
014798135.01,2,1,2010,778,908,26.6666666666,947,314,1501
014798340.01,1,2,1600,945,745,14,800,465,1545
014798537.01,4,2,1620,865,645,42,720,515,1555
014798911.01,1,2,1627,923,750,44,1110,305,1615
014798911.02,3,2,1940,635,615,50,645,545,1550
014800467.01,4,1,1915,630,545,20,1500,225,1845
014800467.01,4,1,1915,630,545,20,600,490,1410
014800823.01,1,1,2118,777,1015,3,1303,492,2115
014801099.01,1,1,1840,740,700,47,812,558,1730
014801334.05,1,2,2137,938,1315,26,1520,362,2122
014801334.06,1,2,1740,865,805,20,825,200,1145
014801334.08,1,2,1703,822,645,18,700,525,1545
014802283.02,1,1,1758,827,745,4,752,53,845
014803990.01,1,2,1735,845,740,17,800,480,1600
014803990.03,1,2,2140,605,745,17.5,1655,275,2130
014805341.03,2,1,1730,900,830,29.2222222222,937,443,1700
014805789.01,1,1,1755,840,755,35.4444444444,807,473,1600
014805789.02,4,1,2235,745,1100,60,1200,600,2200
014805921.03,1,1,1626,816,602,120,702,503,1525
014807037.02,1,2,1150,1120,630,24,650,280,1130
014807402.01,3,1,2150,505,615,8,645,615,1700
014807868.01,3,2,2020,610,630,120.5,720,550,1630
014808128.01,4,2,1850,903,953,50,1002,403,1645
014808128.02,1,2,2325,1220,1945,22,1020,355,1615
014808883.01,1,2,2120,595,715,80,745,555,1700
014808883.02,1,2,1610,900,710,48,750,460,1530
014809200.01,1,1,1906,1004,1150,4,1158,422,1900
014809200.02,1,1,1520,995,755,24,815,405,1500
014810617.02,1,1,1720,920,840,61,845,195,1200
014810617.03,1,1,1925,795,840,4,845,105,1030
014810662.01,1,2,1650,850,700,46,745,90,915
014810662.03,4,2,1630,890,720,44,755,485,1600
014811342.02,1,1,1430,1235,1105,10,1120,175,1415
014812004.02,4,1,1815,855,830,8,845,555,1800
014812817.01,4,2,2135,585,720,40,800,330,1330
014812817.03,1,2,1235,1145,740,58,800,210,1130
014813168.04,1,1,1630,870,700,42,730,510,1600
014813168.05,1,1,2135,1225,1800,74,830,450,1600
014813270.01,1,1,1800,910,910,54,945,437,1702
014813805.02,1,1,1520,870,550,24,625,485,1430
